Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
Ascot Vale,3,h,1215000,3,1,1,452,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,545000,2,1,2,194,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1705000,4,2,4,598,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,970000,2,1,1,194,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,925000,2,1,1,407,Moonee Valley,Western Metropolitan
Ashburton,4,h,2650000,4,3,2,753,Boroondara,Southern Metropolitan
Ashburton,3,h,1670000,3,2,2,599,Boroondara,Southern Metropolitan
Ashburton,3,t,955000,3,2,2,203,Boroondara,Southern Metropolitan
Ashburton,3,t,2050000,3,3,4,310,Boroondara,Southern Metropolitan
Ashburton,2,u,500000,2,1,1,710,Boroondara,Southern Metropolitan
Ashburton,2,h,1575000,2,1,2,679,Boroondara,Southern Metropolitan
Ashburton,3,h,1555000,3,2,2,731,Boroondara,Southern Metropolitan
Ashburton,3,h,1100000,3,3,2,276,Boroondara,Southern Metropolitan
Ashburton,3,h,1337000,3,1,2,583,Boroondara,Southern Metropolitan
Ashburton,8,h,2950000,9,7,4,1472,Boroondara,Southern Metropolitan
Ashburton,4,h,2215000,4,2,1,681,Boroondara,Southern Metropolitan
Ashburton,3,h,1518000,3,2,2,516,Boroondara,Southern Metropolitan
Ashburton,3,h,1710000,3,1,2,806,Boroondara,Southern Metropolitan
Ashburton,3,h,1655000,3,1,3,780,Boroondara,Southern Metropolitan
Ashburton,4,h,1550000,4,2,2,780,Boroondara,Southern Metropolitan
Ashburton,3,h,1662000,3,2,2,351,Boroondara,Southern Metropolitan
Ashburton,3,h,1665000,3,2,3,702,Boroondara,Southern Metropolitan
Ashburton,2,h,1445000,2,1,2,704,Boroondara,Southern Metropolitan
Ashburton,5,h,3510000,5,5,2,755,Boroondara,Southern Metropolitan
Ashburton,3,t,968000,3,1,1,227,Boroondara,Southern Metropolitan
Ashburton,3,t,900000,3,2,2,153,Boroondara,Southern Metropolitan
Ashburton,3,h,1500000,3,1,2,545,Boroondara,Southern Metropolitan
Ashburton,5,h,2752000,6,4,2,1075,Boroondara,Southern Metropolitan
Ashburton,3,h,1500000,3,2,2,710,Boroondara,Southern Metropolitan
Ashburton,4,h,1800000,4,2,4,749,Boroondara,Southern Metropolitan
Ashburton,3,h,1830000,3,2,3,724,Boroondara,Southern Metropolitan
Ashburton,3,h,1415000,3,1,1,605,Boroondara,Southern Metropolitan
Ashburton,2,h,1440000,2,1,1,687,Boroondara,Southern Metropolitan
Ashburton,4,t,1250000,4,2,2,321,Boroondara,Southern Metropolitan
Ashburton,3,h,1422000,3,1,2,583,Boroondara,Southern Metropolitan
Ashburton,5,h,1600000,5,3,4,700,Boroondara,Southern Metropolitan
Ashburton,4,h,1860000,4,2,3,696,Boroondara,Southern Metropolitan
Ashburton,3,t,1710000,3,2,2,295,Boroondara,Southern Metropolitan
Ashburton,4,h,1790000,4,2,2,514,Boroondara,Southern Metropolitan
Ashburton,4,h,1950000,4,2,2,844,Boroondara,Southern Metropolitan
Ashburton,3,h,1600000,3,1,2,637,Boroondara,Southern Metropolitan
Ashburton,3,h,1320000,3,1,2,1063,Boroondara,Southern Metropolitan
Ashburton,3,h,1650000,3,1,1,697,Boroondara,Southern Metropolitan
Ashwood,2,h,995000,2,1,1,583,Monash,Southern Metropolitan
Ashwood,3,h,1250000,3,1,1,842,Monash,Southern Metropolitan
Ashwood,3,u,1045000,3,2,2,467,Monash,Southern Metropolitan
Ashwood,4,h,1200000,4,3,2,372,Monash,Southern Metropolitan
Ashwood,2,h,1075000,2,1,2,695,Monash,Southern Metropolitan
Ashwood,4,h,1500000,2,2,2,621,Monash,Southern Metropolitan
Ashwood,3,h,1120000,3,1,2,723,Monash,Southern Metropolitan
Ashwood,2,t,700000,2,1,2,367,Monash,Southern Metropolitan
Ashwood,3,h,761000,3,2,4,400,Monash,Southern Metropolitan
Ashwood,4,h,1270000,4,2,1,724,Monash,Southern Metropolitan
Ashwood,4,h,1510000,4,2,2,526,Monash,Southern Metropolitan
Ashwood,3,h,1365000,3,1,1,792,Monash,Southern Metropolitan
Ashwood,4,h,1100000,3,2,2,803,Monash,Southern Metropolitan
Ashwood,4,h,1415000,4,3,2,724,Monash,Southern Metropolitan
Ashwood,2,u,690000,2,1,1,216,Monash,Southern Metropolitan
Ashwood,3,h,1631000,3,2,3,782,Monash,Southern Metropolitan
Ashwood,4,h,1500000,4,2,1,593,Monash,Southern Metropolitan
Ashwood,3,h,1060000,2,1,2,772,Monash,Southern Metropolitan
Ashwood,5,h,1529500,5,3,2,585,Monash,Southern Metropolitan
Ashwood,2,u,600000,2,1,1,153,Monash,Southern Metropolitan
Ashwood,2,u,535000,2,1,1,72,Monash,Southern Metropolitan
Ashwood,3,h,785000,3,1,1,557,Monash,Southern Metropolitan
Ashwood,4,h,1240000,4,2,2,766,Monash,Southern Metropolitan
Ashwood,2,u,700000,2,1,2,192,Monash,Southern Metropolitan
Ashwood,4,h,1350000,4,2,1,727,Monash,Southern Metropolitan
Ashwood,2,h,1110000,2,1,1,586,Monash,Southern Metropolitan
Ashwood,3,h,1305000,3,1,1,760,Monash,Southern Metropolitan
Ashwood,3,h,855000,3,2,1,320,Monash,Southern Metropolitan
Ashwood,3,t,900500,3,2,2,256,Monash,Southern Metropolitan
Ashwood,3,h,1200000,3,2,2,839,Monash,Southern Metropolitan
Ashwood,3,t,830000,2,1,2,212,Monash,Southern Metropolitan
Avondale Heights,3,h,850000,3,1,1,593,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,750000,3,1,1,0,Moonee Valley,Western Metropolitan
Avondale Heights,3,t,851000,3,3,1,557,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,848000,3,1,2,542,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,806000,4,2,1,350,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1155000,3,2,2,569,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,670000,3,2,2,671,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1200000,4,5,4,673,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,636000,2,1,2,571,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,680000,3,1,2,570,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1160000,4,3,2,789,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,750000,3,1,1,529,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,627500,3,1,1,550,Moonee Valley,Western Metropolitan
Avondale Heights,3,t,880000,3,2,2,339,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,950000,4,3,3,761,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1600000,4,3,3,1801,Moonee Valley,Western Metropolitan
Avondale Heights,2,t,585000,2,1,1,136,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,650000,3,1,3,574,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,725000,3,1,4,606,Moonee Valley,Western Metropolitan
Avondale Heights,3,u,665000,3,2,1,289,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,560500,3,1,1,177,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,615000,3,1,2,649,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,845000,3,1,3,704,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,585000,3,1,2,322,Moonee Valley,Western Metropolitan
Avondale Heights,2,u,440000,2,1,1,263,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,850000,3,1,2,766,Moonee Valley,Western Metropolitan
Avondale Heights,5,h,850000,5,2,4,574,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,705000,3,1,1,581,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1100000,4,3,2,873,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,892500,3,1,1,586,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,695000,3,1,2,588,Moonee Valley,Western Metropolitan
Avondale Heights,2,h,522500,2,1,1,220,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,680000,4,2,2,554,Moonee Valley,Western Metropolitan
Avondale Heights,3,u,500000,3,1,1,260,Moonee Valley,Western Metropolitan
Avondale Heights,2,t,550000,2,1,2,158,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,730000,3,2,2,705,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,875000,3,1,3,812,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,850000,3,2,8,585,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,635000,3,1,1,597,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,762000,4,2,2,589,Moonee Valley,Western Metropolitan
Avondale Heights,2,u,411000,2,1,1,0,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,790000,4,2,2,570,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,605000,4,1,0,569,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,805000,3,2,2,593,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,890000,4,2,4,585,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,795000,3,1,1,549,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,634000,4,2,1,582,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,642000,3,1,1,590,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,863000,3,2,3,638,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,740000,3,1,2,607,Moonee Valley,Western Metropolitan
Balaclava,4,h,1819000,3,2,1,244,Port Phillip,Southern Metropolitan
Balaclava,2,u,410000,2,1,2,0,Port Phillip,Southern Metropolitan
Balaclava,1,u,280000,1,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,2,t,1015000,2,1,2,114,Port Phillip,Southern Metropolitan
Balaclava,2,u,502500,2,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,2,u,520000,2,1,0,0,Port Phillip,Southern Metropolitan
Balaclava,2,u,442000,2,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,3,h,1193000,3,1,1,178,Port Phillip,Southern Metropolitan
Balaclava,2,u,416000,2,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,2,u,820000,2,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,2,u,474000,2,1,1,0,Port Phillip,Southern Metropolitan
Balaclava,2,h,981000,2,1,0,159,Port Phillip,Southern Metropolitan
Balaclava,3,h,1690000,3,2,2,339,Port Phillip,Southern Metropolitan
Balaclava,2,u,540000,2,1,1,483,Port Phillip,Southern Metropolitan
Balaclava,3,h,1080000,3,1,1,157,Port Phillip,Southern Metropolitan
Balaclava,1,u,500000,1,1,0,0,Port Phillip,Southern Metropolitan
Balaclava,2,u,497500,2,0,0,0,Port Phillip,Southern Metropolitan
Balwyn,2,h,2100000,2,1,1,659,Boroondara,Southern Metropolitan
Balwyn,4,h,1800000,4,2,2,715,Boroondara,Southern Metropolitan
Balwyn,2,t,1255000,2,1,1,208,Boroondara,Southern Metropolitan
Balwyn,3,u,1070000,3,2,2,206,Boroondara,Southern Metropolitan
Balwyn,5,h,2570000,5,3,2,715,Boroondara,Southern Metropolitan
Balwyn,4,h,2400000,4,2,2,744,Boroondara,Southern Metropolitan
Balwyn,3,h,2200000,3,3,2,651,Boroondara,Southern Metropolitan
Balwyn,5,h,3250000,5,5,2,651,Boroondara,Southern Metropolitan
Balwyn,2,u,806000,2,1,1,122,Boroondara,Southern Metropolitan
Balwyn,6,h,4000000,6,4,7,2051,Boroondara,Southern Metropolitan
Balwyn,2,h,1215000,2,2,2,0,Boroondara,Southern Metropolitan
Balwyn,5,h,2250000,5,3,2,600,Boroondara,Southern Metropolitan
Balwyn,2,u,812000,2,1,1,206,Boroondara,Southern Metropolitan
Balwyn,3,h,1140000,3,2,2,175,Boroondara,Southern Metropolitan
Balwyn,3,h,2330000,3,2,1,853,Boroondara,Southern Metropolitan
Balwyn,5,h,2800000,5,3,2,678,Boroondara,Southern Metropolitan
Balwyn,2,u,605000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,3,h,1255000,3,2,2,308,Boroondara,Southern Metropolitan
Balwyn,2,h,1850000,3,1,1,1015,Boroondara,Southern Metropolitan
Balwyn,2,u,805000,3,1,1,209,Boroondara,Southern Metropolitan
Balwyn,3,h,700000,3,1,1,188,Boroondara,Southern Metropolitan
Balwyn,4,h,2130000,4,2,2,664,Boroondara,Southern Metropolitan
Balwyn,2,h,500000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,3,h,2125000,3,2,2,699,Boroondara,Southern Metropolitan
Balwyn,4,h,1800000,3,2,2,577,Boroondara,Southern Metropolitan
Balwyn,2,u,635000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,2,u,526000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,1,h,390000,1,1,1,740,Boroondara,Southern Metropolitan
Balwyn,3,h,905000,3,1,2,281,Boroondara,Southern Metropolitan
Balwyn,4,h,1750000,4,3,2,453,Boroondara,Southern Metropolitan
Balwyn,2,t,760000,2,1,1,121,Boroondara,Southern Metropolitan
Balwyn,4,h,3180000,4,3,4,1148,Boroondara,Southern Metropolitan
Balwyn,3,t,1367000,3,2,2,219,Boroondara,Southern Metropolitan
Balwyn,5,h,3600000,5,3,2,678,Boroondara,Southern Metropolitan
Balwyn,5,h,2550000,5,3,2,642,Boroondara,Southern Metropolitan
Balwyn,4,t,1400000,4,3,2,241,Boroondara,Southern Metropolitan
Balwyn,4,h,3270000,4,2,4,935,Boroondara,Southern Metropolitan
Balwyn,2,u,625000,2,1,1,115,Boroondara,Southern Metropolitan
Balwyn,2,t,700000,2,1,1,104,Boroondara,Southern Metropolitan
Balwyn,3,h,1860000,3,1,4,671,Boroondara,Southern Metropolitan
Balwyn,4,h,2730000,4,3,2,674,Boroondara,Southern Metropolitan
Balwyn,5,h,2020000,5,2,2,611,Boroondara,Southern Metropolitan
Balwyn,2,u,460000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,4,h,2250000,3,1,2,832,Boroondara,Southern Metropolitan
Balwyn,2,u,1053000,2,1,2,231,Boroondara,Southern Metropolitan
Balwyn,3,h,1800000,3,2,2,380,Boroondara,Southern Metropolitan
Balwyn,3,t,1472000,3,2,2,306,Boroondara,Southern Metropolitan
Balwyn,3,h,2120000,3,1,2,651,Boroondara,Southern Metropolitan
Balwyn,3,h,1910000,3,1,2,697,Boroondara,Southern Metropolitan
Balwyn,2,u,754000,2,1,1,87,Boroondara,Southern Metropolitan
Balwyn,5,h,3000000,5,5,2,671,Boroondara,Southern Metropolitan
Balwyn,5,h,3400000,5,6,4,739,Boroondara,Southern Metropolitan
Balwyn,4,h,2188000,4,2,2,752,Boroondara,Southern Metropolitan
Balwyn,2,u,755000,2,1,1,213,Boroondara,Southern Metropolitan
Balwyn,4,h,2900000,4,3,2,596,Boroondara,Southern Metropolitan
Balwyn,4,h,3290000,4,3,2,1007,Boroondara,Southern Metropolitan
Balwyn,5,h,2665000,4,3,2,674,Boroondara,Southern Metropolitan
Balwyn,4,h,1801000,4,2,2,583,Boroondara,Southern Metropolitan
Balwyn,4,h,2410000,4,2,1,685,Boroondara,Southern Metropolitan
Balwyn,2,u,650000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn,4,h,2275000,4,2,1,842,Boroondara,Southern Metropolitan
Balwyn,5,h,2810000,5,3,4,1468,Boroondara,Southern Metropolitan
Balwyn,3,t,1385000,3,2,2,190,Boroondara,Southern Metropolitan
Balwyn,4,h,2000000,3,1,2,739,Boroondara,Southern Metropolitan
Balwyn,4,h,1900000,4,2,1,665,Boroondara,Southern Metropolitan
Balwyn,3,h,3401000,3,2,1,706,Boroondara,Southern Metropolitan
Balwyn,3,h,1750000,3,2,3,613,Boroondara,Southern Metropolitan
Balwyn,5,h,4000000,5,4,3,1437,Boroondara,Southern Metropolitan
Balwyn,3,t,1100000,3,2,1,259,Boroondara,Southern Metropolitan
Balwyn,5,h,3020000,5,3,2,715,Boroondara,Southern Metropolitan
Balwyn,3,h,2950000,4,2,2,650,Boroondara,Southern Metropolitan
Balwyn,5,h,2450000,4,2,2,981,Boroondara,Southern Metropolitan
Balwyn,3,h,1912000,2,1,2,844,Boroondara,Southern Metropolitan
Balwyn,2,u,730000,2,1,1,130,Boroondara,Southern Metropolitan
Balwyn,5,h,3900000,5,7,6,0,Boroondara,Southern Metropolitan
Balwyn,3,h,1500000,3,2,2,404,Boroondara,Southern Metropolitan
Balwyn,3,h,1850000,3,1,1,607,Boroondara,Southern Metropolitan
Balwyn,4,h,1700000,3,1,1,672,Boroondara,Southern Metropolitan
Balwyn,2,h,1010000,2,0,0,1611,Boroondara,Southern Metropolitan
Balwyn North,3,t,1315000,3,2,2,260,Boroondara,Southern Metropolitan
Balwyn North,3,h,1500000,3,2,1,778,Boroondara,Southern Metropolitan
Balwyn North,4,h,3230000,4,4,3,1135,Boroondara,Southern Metropolitan
Balwyn North,2,h,1080000,2,1,1,253,Boroondara,Southern Metropolitan
Balwyn North,7,h,1350000,7,2,0,942,Boroondara,Southern Metropolitan
Balwyn North,4,h,1905000,4,2,2,647,Boroondara,Southern Metropolitan
Balwyn North,5,h,3300000,5,4,2,760,Boroondara,Southern Metropolitan
Balwyn North,4,h,1900000,4,2,2,642,Boroondara,Southern Metropolitan
Balwyn North,3,h,2251000,3,1,2,888,Boroondara,Southern Metropolitan
Balwyn North,4,h,2205000,4,2,2,750,Boroondara,Southern Metropolitan
Balwyn North,3,h,1265000,3,2,1,347,Boroondara,Southern Metropolitan
Balwyn North,3,h,2000000,3,1,3,772,Boroondara,Southern Metropolitan
Balwyn North,4,h,1750000,4,2,2,673,Boroondara,Southern Metropolitan
Balwyn North,3,h,1450000,3,1,2,665,Boroondara,Southern Metropolitan
Balwyn North,4,h,2614000,4,2,2,772,Boroondara,Southern Metropolitan
Balwyn North,4,h,1825000,4,2,3,736,Boroondara,Southern Metropolitan
Balwyn North,4,h,2550000,4,1,4,847,Boroondara,Southern Metropolitan
Balwyn North,4,h,1570000,4,2,1,546,Boroondara,Southern Metropolitan
Balwyn North,5,h,3250000,3,4,2,886,Boroondara,Southern Metropolitan
Balwyn North,4,h,1750000,4,3,3,667,Boroondara,Southern Metropolitan
Balwyn North,3,t,1150000,3,2,1,207,Boroondara,Southern Metropolitan
Balwyn North,3,h,1575000,3,2,2,645,Boroondara,Southern Metropolitan
Balwyn North,6,h,1505000,4,2,2,724,Boroondara,Southern Metropolitan
Balwyn North,4,h,1572000,4,2,2,662,Boroondara,Southern Metropolitan
Balwyn North,4,h,1500000,3,2,2,610,Boroondara,Southern Metropolitan
Balwyn North,4,t,1400000,4,2,1,283,Boroondara,Southern Metropolitan
Balwyn North,5,h,1750000,5,3,2,705,Boroondara,Southern Metropolitan
Balwyn North,4,h,1850000,4,2,2,619,Boroondara,Southern Metropolitan
Balwyn North,3,h,1480000,3,1,2,992,Boroondara,Southern Metropolitan
Balwyn North,4,h,1400000,4,2,2,714,Boroondara,Southern Metropolitan
Balwyn North,4,h,2130000,4,3,2,1274,Boroondara,Southern Metropolitan
Balwyn North,3,u,1050000,3,2,2,244,Boroondara,Southern Metropolitan
Balwyn North,5,h,3690000,4,4,2,624,Boroondara,Southern Metropolitan
Balwyn North,4,h,1740000,4,2,2,610,Boroondara,Southern Metropolitan
Balwyn North,4,h,2575000,4,3,2,657,Boroondara,Southern Metropolitan
Balwyn North,4,h,1388800,3,2,1,517,Boroondara,Southern Metropolitan
Balwyn North,4,h,1702000,4,2,2,715,Boroondara,Southern Metropolitan
Balwyn North,4,h,1800000,4,2,4,587,Boroondara,Southern Metropolitan
Balwyn North,4,h,2910000,4,3,2,1070,Boroondara,Southern Metropolitan
Balwyn North,2,h,1400000,2,1,1,694,Boroondara,Southern Metropolitan
Balwyn North,2,t,860000,2,2,2,204,Boroondara,Southern Metropolitan
Balwyn North,4,h,1670000,4,3,2,689,Boroondara,Southern Metropolitan
Balwyn North,5,h,1500000,3,1,1,800,Boroondara,Southern Metropolitan
Balwyn North,5,h,2200000,5,3,2,900,Boroondara,Southern Metropolitan
Balwyn North,4,h,1350000,4,2,2,815,Boroondara,Southern Metropolitan
Balwyn North,5,h,2070000,5,2,1,1138,Boroondara,Southern Metropolitan
Balwyn North,3,h,1300000,3,1,2,464,Boroondara,Southern Metropolitan
Balwyn North,3,h,1700000,3,2,3,763,Boroondara,Southern Metropolitan
Balwyn North,3,h,1750000,2,1,2,854,Boroondara,Southern Metropolitan
Balwyn North,3,h,980000,3,1,1,542,Boroondara,Southern Metropolitan
Balwyn North,3,h,1230000,3,3,1,310,Boroondara,Southern Metropolitan
Balwyn North,7,h,2600000,5,3,3,637,Boroondara,Southern Metropolitan
Balwyn North,4,h,1950000,3,3,2,665,Boroondara,Southern Metropolitan
Balwyn North,5,h,1750000,5,2,2,710,Boroondara,Southern Metropolitan
Balwyn North,5,h,2000000,5,2,2,1002,Boroondara,Southern Metropolitan
Balwyn North,3,h,1480000,3,1,4,605,Boroondara,Southern Metropolitan
Balwyn North,4,h,3000000,4,3,2,1247,Boroondara,Southern Metropolitan
Balwyn North,3,h,1818000,3,1,1,722,Boroondara,Southern Metropolitan
Balwyn North,4,h,2170000,4,2,2,1040,Boroondara,Southern Metropolitan
Balwyn North,4,h,2525000,4,2,2,1235,Boroondara,Southern Metropolitan
Balwyn North,4,h,3360000,4,3,1,904,Boroondara,Southern Metropolitan
Balwyn North,4,h,1620000,4,2,1,654,Boroondara,Southern Metropolitan
Balwyn North,3,h,1903000,3,1,2,713,Boroondara,Southern Metropolitan
Balwyn North,4,h,1712000,3,2,2,639,Boroondara,Southern Metropolitan
Balwyn North,4,h,1720000,4,3,2,869,Boroondara,Southern Metropolitan
Balwyn North,4,h,1670000,4,1,4,1042,Boroondara,Southern Metropolitan
Balwyn North,2,h,1350000,2,1,2,467,Boroondara,Southern Metropolitan
Balwyn North,4,h,1675000,4,2,2,667,Boroondara,Southern Metropolitan
Balwyn North,4,t,1680000,4,3,1,362,Boroondara,Southern Metropolitan
Balwyn North,3,h,1800000,3,1,1,809,Boroondara,Southern Metropolitan
Balwyn North,4,h,1550000,4,3,4,707,Boroondara,Southern Metropolitan
Balwyn North,5,h,4000000,5,5,4,1364,Boroondara,Southern Metropolitan
Balwyn North,3,h,2900000,4,2,2,917,Boroondara,Southern Metropolitan
Balwyn North,4,h,2205000,4,2,2,1010,Boroondara,Southern Metropolitan
Balwyn North,3,t,1137000,3,2,2,349,Boroondara,Southern Metropolitan
Balwyn North,3,h,2100000,3,2,3,949,Boroondara,Southern Metropolitan
Balwyn North,2,h,1389000,2,1,4,701,Boroondara,Southern Metropolitan
Balwyn North,2,h,685000,2,1,1,177,Boroondara,Southern Metropolitan
Balwyn North,6,h,1900000,6,1,6,691,Boroondara,Southern Metropolitan
Balwyn North,3,h,1335000,3,2,2,368,Boroondara,Southern Metropolitan
Balwyn North,3,h,1600000,3,2,2,760,Boroondara,Southern Metropolitan
Balwyn North,3,h,1830000,3,2,2,493,Boroondara,Southern Metropolitan
Balwyn North,4,h,1900000,4,2,4,587,Boroondara,Southern Metropolitan
Balwyn North,5,h,1500000,5,2,2,605,Boroondara,Southern Metropolitan
Balwyn North,2,u,735000,2,1,1,1075,Boroondara,Southern Metropolitan
Balwyn North,2,u,1040000,2,1,1,250,Boroondara,Southern Metropolitan
Balwyn North,3,h,1520000,3,1,2,622,Boroondara,Southern Metropolitan
Balwyn North,4,h,1250000,4,2,2,644,Boroondara,Southern Metropolitan
Balwyn North,6,h,1900000,6,3,2,808,Boroondara,Southern Metropolitan
Balwyn North,5,h,1875000,5,3,2,842,Boroondara,Southern Metropolitan
Balwyn North,4,h,1530000,4,2,2,701,Boroondara,Southern Metropolitan
Balwyn North,4,h,1700000,3,2,5,754,Boroondara,Southern Metropolitan
Balwyn North,3,t,1238000,3,2,2,186,Boroondara,Southern Metropolitan
Balwyn North,3,h,1320000,3,1,0,635,Boroondara,Southern Metropolitan
Balwyn North,2,u,560000,2,1,1,0,Boroondara,Southern Metropolitan
Balwyn North,3,h,1651000,3,1,2,657,Boroondara,Southern Metropolitan
Balwyn North,5,h,1920000,5,3,2,900,Boroondara,Southern Metropolitan
Balwyn North,5,h,1560000,5,2,3,845,Boroondara,Southern Metropolitan
Balwyn North,5,h,1550000,7,2,0,942,Boroondara,Southern Metropolitan
Balwyn North,3,h,1038000,3,2,1,207,Boroondara,Southern Metropolitan
Balwyn North,5,h,1660000,4,3,2,737,Boroondara,Southern Metropolitan
Balwyn North,3,h,1260000,3,2,2,458,Boroondara,Southern Metropolitan
